fecha,trigo,maiz,sorgo,girasol,soja
23/12/2021,2470000,2270000,2042000,4495000,3778000
27/12/2021,2475000,2300000,2047000,4500000,3850000
28/12/2021,2460000,2300000,2048000,4500000,3882000
29/12/2021,2460000,2305000,2050000,4510000,3860000
30/12/2021,2440000,2290000,2050000,4511000,3780000
03/01/2022,2440000,2305000,2056000,4550000,3830000
04/01/2022,2428000,2315000,2058000,4580000,3889000
05/01/2022,2440000,2367600,2059000,4633000,3915000
06/01/2022,2440000,2325000,2061000,4740000,3930000
07/01/2022,2425000,2350000,2062000,4948000,4000000
10/01/2022,2435000,2370000,2076500,4940000,3957000
11/01/2022,2436000,2377300,2119000,4920000,3985000
12/01/2022,2447000,2385000,2121500,4920000,4025000
13/01/2022,2450000,2387000,2123500,4930000,3977000
14/01/2022,2451000,2385000,2124400,4953500,4020800
17/01/2022,2452000,2389000,2130000,4960000,4000000
18/01/2022,2405000,2375000,2131500,4960000,4025000
19/01/2022,2435000,2375000,2135000,4900000,4105000
20/01/2022,2430000,2390000,2140000,4945000,4143500
21/01/2022,2450000,2370000,2150000,4998700,4070000
25/01/2022,2550000,2430000,2190000,5012000,4010000
26/01/2022,2540000,2430000,2195000,5068000,4075500
27/01/2022,2540000,2440000,2200000,5090000,4090000
28/01/2022,2550000,2440000,2200000,5125000,4160000
31/01/2022,2523000,2454000,2250000,5140000,4180000
01/02/2022,2525000,2505000,2256000,5240000,4249300
02/02/2022,2520000,2470000,2257500,5250000,4252500
03/02/2022,2523000,2430000,2260000,5256000,4257000
04/02/2022,2525000,2472000,2262000,5260500,4313000
07/02/2022,2531500,2530000,2320000,5274000,4378000
08/02/2022,2535000,2495000,2323000,5281000,4365000
09/02/2022,2569000,2515000,2325000,5284500,4418000
10/02/2022,2570000,2540000,2327500,5290500,4486000
11/02/2022,2580000,2553000,2331000,5298000,4495000
14/02/2022,2585000,2505000,2335000,5310000,4470000
15/02/2022,2587000,2529000,2338000,5314000,4474000
16/02/2022,2563700,2553000,2340000,5400000,4553000
17/02/2022,2575000,2555000,2342500,5400000,4570000
18/02/2022,2580000,2569000,2345000,5420000,4583000
21/02/2022,2585000,2617500,2350500,5445000,4583000
22/02/2022,2675000,2665000,2354000,5450000,4655000
23/02/2022,2750000,2677000,2356000,5460000,4754000
24/02/2022,3000000,2787000,2410000,5573500,4813000
25/02/2022,2896000,2620000,2360000,5577000,4690000
02/03/2022,3253500,2962500,2430000,6250000,4934000
03/03/2022,3418000,3120000,2480000,6360000,5050000
04/03/2022,3560000,3238000,2535000,6500000,5062000
07/03/2022,3539000,3163000,2580000,6600000,5130500
08/03/2022,3565000,3245000,2705000,6900000,5299000
09/03/2022,3565000,3254000,2712000,7050000,5400000
10/03/2022,3585500,3311400,2745000,7400000,5425000
11/03/2022,3580000,3307500,2720000,7600000,5380000
14/03/2022,3470000,3160000,2800000,7800000,5080000
15/03/2022,3460000,3165000,2830000,7650000,5100000
16/03/2022,3331000,3030000,2785000,7640000,5000000
17/03/2022,3285000,3033000,2775000,6777000,4980000
18/03/2022,3285000,2956500,2792000,6250000,4818000
21/03/2022,3370000,2964000,2799000,6148000,4884000
22/03/2022,3460000,2966500,2800000,6153000,4916000
23/03/2022,3460000,2915000,2804500,6590000,4970000
25/03/2022,3480000,2865000,2810000,6590000,5035000
28/03/2022,3430000,2785000,2720000,6080000,4820000
29/03/2022,3318000,2710000,2544000,6030000,4690000
30/03/2022,3398000,2761000,2546000,6088000,4760000
31/03/2022,3424000,2770000,2549000,6317000,4710000
01/04/2022,3438500,2751000,2551000,6322000,4603000
04/04/2022,3480000,2840000,2583500,6400000,4677500
05/04/2022,3568000,2870000,2585000,6400000,4760000
06/04/2022,3572000,2865000,2567500,6474500,4712000
07/04/2022,3627000,2865000,2571000,6540000,4806000
08/04/2022,3680000,2890000,2590000,6580000,4871000
11/04/2022,3750000,2900000,2641000,6630000,4832000
12/04/2022,3805000,2926500,2690000,6641000,4897000
13/04/2022,3835000,2925000,2706500,6653000,4962000
18/04/2022,3950000,2983000,2722500,6693000,5047500
19/04/2022,4025000,3058000,2783000,6700000,5055000
20/04/2022,4118000,3071500,2788000,6720000,5096500
21/04/2022,4145000,3080000,2845000,6780000,5115000
22/04/2022,4219000,3054000,2850000,6785000,5075000
25/04/2022,4225000,3011000,2880000,6810000,5020000
26/04/2022,4242000,3095500,2980000,6820000,5056000
27/04/2022,4290000,3130000,2986000,7120000,5110500
28/04/2022,4360000,3162000,3100000,7120000,5060000
29/04/2022,4374000,3223000,3108000,7120000,5027500
03/05/2022,4340000,3100000,3090000,7150000,4870000
04/05/2022,4345000,3056000,3125000,7300000,4867000
05/05/2022,4350000,3070000,3130000,7350000,4930000
06/05/2022,4400000,3075000,3190000,7430000,4885000
09/05/2022,4415000,3020000,3205000,7550000,4849000
10/05/2022,4377000,3035000,3220000,7700000,4910000
11/05/2022,4390000,3068000,3270000,7715000,4945000
12/05/2022,4450000,3050000,3277400,7730000,4928000
13/05/2022,4443000,3071500,3282500,7737000,5005000
16/05/2022,4490000,3170000,3294000,7737000,5025000
17/05/2022,4538000,3182000,3265000,7840000,5035000
19/05/2022,4489500,3190000,3237000,7920000,5056000
20/05/2022,4435000,3194000,3241000,7985000,5039000
23/05/2022,4405000,3206000,3240000,8040000,5011000
24/05/2022,4364000,3210500,3210500,8085000,5054000
26/05/2022,4375000,3245000,3183000,8100000,5126000
27/05/2022,4416000,3290000,3190000,8130000,5140000
30/05/2022,4433000,3270000,3175000,8210000,5152000
31/05/2022,4415000,3180000,3144000,8280000,5050000
01/06/2022,4325000,3180000,3183000,8288000,4996000
02/06/2022,4389000,3079000,3150000,8237000,5051000
03/06/2022,4360000,3180000,3080000,8250000,5012000
06/06/2022,4400000,3140000,3080000,8280000,5018000
07/06/2022,4407000,3196000,3075000,8234000,5033000
08/06/2022,4425000,3207000,3080000,8240000,5080000
09/06/2022,4420000,3193000,3090000,8245000,5100000
10/06/2022,4425000,3161000,3065000,8207000,5046000
13/06/2022,4396000,3102000,2979000,8119000,4945000
14/06/2022,4330000,3105000,2979000,8050000,4910000
15/06/2022,4318000,3062500,2977000,7717500,4937000
16/06/2022,4404000,3127500,2958000,7609000,4945600
21/06/2022,4260000,2995000,2840000,7530000,4850000
22/06/2022,4270000,3030000,2844000,7357000,4770000
23/06/2022,4185000,2862000,2850000,7248000,4708000
24/06/2022,4193000,2955000,2853000,7195000,4780000
27/06/2022,4171000,2960000,2860000,7160000,4794000
28/06/2022,4175000,2980000,2810000,7100000,4830000
29/06/2022,4183000,2985000,2871000,7115000,4885000
30/06/2022,4020000,2895000,2875000,7120000,4890000
01/07/2022,3930000,2725000,2870000,7135000,4775000
04/07/2022,3900000,2725000,2855000,7110000,4720000
05/07/2022,3915000,2671000,2797000,7050000,4660000
06/07/2022,3988000,2720000,2776000,6688000,4680000
07/07/2022,4065000,2830000,2780000,6570000,4770000
08/07/2022,4355000,3013000,2785000,6585000,4912000
11/07/2022,4360000,3026000,2797000,6610000,5025000
12/07/2022,4300000,2905000,2800000,6590000,4866000
13/07/2022,4300000,2935000,2807000,6598000,4866000
14/07/2022,4358000,2926000,2770000,6607000,4869000
15/07/2022,4335000,2905000,2800000,6620000,4890000
18/07/2022,4357000,2954000,2810000,6654000,4968000
19/07/2022,4310000,2890000,2810000,6450000,4925000
20/07/2022,4263000,2900000,2800000,6450000,4900000
21/07/2022,4243000,2820000,2800000,6450000,4825000
22/07/2022,4125000,2792000,2785000,6477000,4845000
25/07/2022,3906000,2750000,2800000,6510000,4882500
26/07/2022,3955000,2873500,2830000,6524000,4965000
27/07/2022,3995000,2960000,2863000,6535500,5046000
28/07/2022,4058500,3031000,2880000,6677000,5119000
29/07/2022,4076000,3031000,2923000,6685000,5180000
01/08/2022,4016500,2940000,2937000,6716000,4965000
02/08/2022,4026000,2904000,2970000,6730000,4960000
03/08/2022,4033000,2908800,2950000,6740000,4920000
04/08/2022,4039500,2980000,2970000,6750000,5085000
05/08/2022,4047000,2989000,2985500,6765000,5050000
08/08/2022,3960000,2987000,3000000,6800000,5135000
09/08/2022,4015000,3010000,3035000,6815000,5220000
10/08/2022,4080000,3078000,3050000,6825000,5262500
11/08/2022,4100000,3084000,3070000,6837000,5316000
12/08/2022,4110000,3050000,3091000,6854000,5320000
16/08/2022,4054000,2945000,3108000,6890000,5108000
17/08/2022,4060000,2965000,3112500,6902000,5156000
18/08/2022,4045000,3005000,3120000,6915000,5165000
19/08/2022,3820000,3015000,3127000,6920000,5180000
22/08/2022,3834000,3029000,3138000,6958000,5239000
23/08/2022,3897000,3125000,3214000,6974200,5313000
24/08/2022,3920000,3102500,3219000,6984500,5293000
25/08/2022,3925000,3070000,3210000,6997000,5170000
26/08/2022,3932500,3060000,3220000,7012500,5307500
29/08/2022,3895000,3155000,3246000,7044000,5262000
30/08/2022,3895000,3128000,3252000,7058000,5260000
31/08/2022,3948100,3135000,3255400,7065000,5230000
02/09/2022,3984400,3165300,3262500,7080300,5200000
05/09/2022,4130000,3221500,3292000,7144000,7242000
06/09/2022,4210000,3260000,3298000,7158000,6905000
07/09/2022,4220000,3260000,3304000,7100000,6895000
08/09/2022,4220000,3280000,3312000,7100000,6700000
09/09/2022,4235000,3332000,3320000,7060000,6830000
12/09/2022,4265000,3410000,3410000,7100000,7008000
13/09/2022,4300000,3400000,3400000,7000000,7000000
14/09/2022,4300000,3410000,3410000,7000000,7100000
15/09/2022,4300000,3415000,3415000,7000000,7000000
16/09/2022,4300000,3435000,3400000,7000000,7000000
19/09/2022,4325000,3373500,3388000,6800000,7000000
20/09/2022,4333000,3394500,3400000,6600000,7000000
21/09/2022,4400000,3415000,3410000,6510000,6900000
22/09/2022,4520000,3460000,3410000,6520000,6700000
23/09/2022,4575000,3400000,3420000,6535000,6300000
26/09/2022,4455000,3360000,3432000,6500000,6200000
27/09/2022,4495000,3410500,3470000,6500000,6320000
28/09/2022,4550000,3446000,3476000,6500000,6300000
29/09/2022,4580000,3510000,3480000,6500000,6320000
30/09/2022,4635000,3531000,3500000,6326000,6200000
03/10/2022,4692000,3553000,3553000,6097000,4950000
04/10/2022,4730000,3575000,3560000,5935000,4950000
05/10/2022,4757000,3657000,3565000,5700000,4950000
06/10/2022,4798000,3580000,3576000,5520000,4950000
11/10/2022,4966000,3700000,3612000,5520000,5200000
12/10/2022,5128000,3700000,3620000,5500000,6065000
13/10/2022,5135000,3750000,3626000,5515000,5750000
14/10/2022,5200000,3720000,3634500,5520000,5760000
17/10/2022,5230000,3762000,3655000,5559000,5940000
18/10/2022,5230000,3710000,3650000,5570000,5876000
19/10/2022,5270000,3700000,3671500,6110000,5900000
20/10/2022,5300000,3720000,3680000,6130000,5915000
21/10/2022,5340000,3700000,3690000,6140000,5910000
24/10/2022,5532500,3747000,3705000,6190000,5980000
25/10/2022,5560000,3780000,3717000,6350000,6015000
26/10/2022,5555000,3775000,3725000,6515000,6105000
27/10/2022,5580000,3763000,3732000,6610000,6110000
28/10/2022,5595000,3790000,3740000,6700000,6076000
31/10/2022,5650000,3840000,3760000,7050000,6190000
01/11/2022,5655000,3896000,3785000,7383000,6205000
02/11/2022,5660000,3903000,3800000,7550000,6265000
03/11/2022,5647000,3915000,3800000,7650000,6280000
04/11/2022,5690000,3952000,3810000,7800000,6370000
07/11/2022,5698000,3947000,3836000,7930000,6430000
08/11/2022,5680000,3950000,3840000,7950000,6460000
09/11/2022,5630000,3916000,3852000,7970000,6330000
10/11/2022,5606000,3860000,3860000,8000000,6250000
11/11/2022,5617500,3890000,3868000,8025000,6400000
14/11/2022,5655000,3910000,3894000,8079000,6400000
15/11/2022,5700000,3940000,3900000,8096000,6500000
16/11/2022,5760000,3943000,3910000,8113000,6310000
17/11/2022,5706500,3886000,3918000,8129000,6200000
18/11/2022,5729000,3915000,3944000,8150000,6300000
22/11/2022,5740000,3945000,3990000,8215000,6600000
23/11/2022,5765000,3951500,3984000,8232000,6800000
24/11/2022,5800000,3952000,3993000,8250000,7200000
25/11/2022,5730000,3970000,4002000,8270000,8000000
28/11/2022,5730000,3993000,4025000,8320000,8500000
29/11/2022,5700000,4002000,4025000,8338000,8499000
30/11/2022,5700000,4010000,4010000,8354000,8500000
01/12/2022,5700000,4105000,4020000,7538500,8510000
02/12/2022,5675000,4130000,4029500,7550000,8720000
05/12/2022,5592500,4190000,4055000,7600000,8830000
06/12/2022,5587000,4200000,4063000,7450000,9030000
07/12/2022,5600000,4209000,4072800,7250000,9205000
12/12/2022,5675000,4279000,4108000,7250000,9430000
13/12/2022,5700000,4300000,4170000,7250000,9610000
14/12/2022,5710000,4300000,4175000,7255000,10000000
15/12/2022,5750000,4315000,4225000,7260000,9550000
16/12/2022,5750000,4350000,4300000,7270000,10000000
19/12/2022,5720000,4400000,4335000,7456000,9800000
20/12/2022,5700000,4500000,4345000,7470000,10000000
21/12/2022,5675000,4530000,4352000,7490000,10030000
22/12/2022,5660000,4515000,4358000,7600000,9850000
23/12/2022,5700000,4540000,4366000,7684000,9650000
26/12/2022,5650000,4350000,4390000,7750000,9580000
27/12/2022,5660000,4340000,4395000,7820000,9880000
28/12/2022,5656000,4355000,4440000,7929000,9500000
29/12/2022,5650000,4350000,4415000,7945000,9500000
30/12/2022,5660000,4370000,4424000,7963000,9300000
02/01/2023,5534000,4590000,4449000,8186000,7600000
03/01/2023,5505000,4500000,4454000,8110000,7500000
04/01/2023,5445000,4450000,4461500,8200000,7600000
05/01/2023,5410000,4505000,4555000,8210000,7700000
06/01/2023,5470000,4530000,4500000,8230000,7750000
09/01/2023,5540000,4550000,4515000,8455000,7850000
10/01/2023,5540000,4550000,4515000,8650000,8010000
11/01/2023,5512000,4556000,4530000,8699000,8160000
12/01/2023,5485000,4610000,4530000,8500000,8213000
13/01/2023,5590000,4620000,4535000,8510000,8230000
16/01/2023,5624000,4623000,4550000,8554000,8260000
17/01/2023,5650000,4667000,4557000,8385000,8300000
18/01/2023,5679000,4675000,4580000,8310000,8300000
19/01/2023,5688500,4720000,4665000,8230000,8290000
20/01/2023,5699000,4765000,4765000,8240000,8250000
23/01/2023,5728000,4696000,4800000,8110000,8250000
24/01/2023,5773000,4796700,4981000,7933000,8500000
25/01/2023,5773000,4820000,4990000,7855000,8500000
26/01/2023,5780000,4832000,4998200,7780000,8500000
27/01/2023,5760000,4885000,5025000,7750000,8530000
30/01/2023,5760000,4938500,5050000,7790000,8530000
31/01/2023,5790000,4946500,5081000,7805000,8550000
01/02/2023,5800000,4962000,5088000,7820000,8500000
02/02/2023,5808000,4921000,5150000,7830000,8325000
03/02/2023,5822000,4977000,5165000,7850000,8000000
06/02/2023,5822000,4977000,5165000,7850000,8000000
07/02/2023,5815000,4925000,5205000,7950000,8100000
08/02/2023,5790000,4931000,5215000,8060000,8200000
09/02/2023,5755000,4940000,5225000,8170000,8900000
10/02/2023,5755000,4948000,5230000,8180000,8900000
14/02/2023,5755000,4987000,5178000,8055000,8910000
15/02/2023,5766000,5000000,5189000,8055000,8893000
16/02/2023,5779000,5028000,5240000,8075000,8960000
17/02/2023,5790000,5040000,5250000,8086000,9000000
22/02/2023,5842500,5103000,5300000,8160000,8960000
23/02/2023,5853000,5122000,5310000,8175000,8960000
24/02/2023,5850000,5080000,5320000,8120000,8960000
27/02/2023,5840000,5033000,5348000,8061000,8960000
28/02/2023,5820000,4943000,5300000,8075000,8900000
01/03/2023,5842000,4934000,5310000,8092000,8900000
02/03/2023,5870000,4941500,5337000,8104500,9000000
03/03/2023,5880000,4955000,5348000,8120000,9000000
06/03/2023,5910000,5078000,5370000,8150000,8980000
07/03/2023,5900000,5087000,5425000,8178000,8980000
08/03/2023,5890000,5093000,5335000,8190000,9000000
09/03/2023,5830000,5064000,5344000,8106500,9000000
10/03/2023,5855500,4933000,5414000,7790000,8800000
13/03/2023,5880000,5020000,5445000,7560000,8700000
14/03/2023,5890000,5021500,5425000,7520000,8750000
15/03/2023,5900000,5054000,5418000,7480000,8720000
16/03/2023,5870000,5080000,5347000,7494000,8750000
17/03/2023,5882000,5104000,5277000,7508000,8770000
20/03/2023,5885000,5103000,5245000,7553000,8700000
21/03/2023,5900000,5115500,5120000,7470000,8800000
22/03/2023,5825000,5085000,5085000,7175000,8700000
23/03/2023,5770000,5120000,5134500,6980000,8490000
27/03/2023,5750000,5175500,5175000,6831600,8450000
28/03/2023,5705000,5186000,5186000,6846000,8450000
29/03/2023,5717000,5218000,5197500,6860700,8490000
30/03/2023,5650000,5150000,5205000,6870000,8600000
31/03/2023,5650000,5194500,5320000,6884000,9000000
03/04/2023,5775000,5231000,5354000,6929000,9000000
04/04/2023,5785000,5275000,5417000,6950000,9000000
05/04/2023,5880000,5370000,5417000,6957000,9000000
10/04/2023,5857000,5325000,5431500,6922000,10700000
11/04/2023,5930000,5314000,5440000,6935000,10700000
12/04/2023,5987500,5314000,5453000,6950000,9900000
13/04/2023,6000000,5310000,5550000,7000000,9950000
14/04/2023,6075000,5282000,5560000,6900000,10000000
17/04/2023,6047000,5275000,5510000,6900000,10050000
18/04/2023,6150000,5200000,5600000,6950000,10080000
19/04/2023,6150000,5120000,5644000,7000000,10100000
20/04/2023,6150000,4960000,5657000,7000000,10050000
21/04/2023,6110000,4790000,5670000,7000000,9900000
24/04/2023,6100000,4594000,5715000,7100000,9950000
25/04/2023,6100000,4520000,6000000,9000000,10000000
26/04/2023,6150000,4630000,6300000,9000000,10000000
27/04/2023,6200000,4650000,6300000,8800000,10000000
28/04/2023,6224000,4665000,6390000,8500000,10000000
02/05/2023,6279000,4709500,6495000,8450000,10110000
03/05/2023,6294000,4720000,6600000,8900000,10050000
04/05/2023,6308000,20500,6700000,9000000,10060000
05/05/2023,6617500,4799000,7000000,9500000,10290000
08/05/2023,6590000,4850000,7000000,9500000,10430000
09/05/2023,6600000,4805000,7000000,9500000,10530000
10/05/2023,6640000,4840000,7000000,9650000,11000000
11/05/2023,6700000,4850000,7000000,9800000,11000000
12/05/2023,6704000,4855000,7100000,9800000,11000000
15/05/2023,6750000,5000000,7150000,9800000,11000000
16/05/2023,6750000,5070000,7200000,9750000,10450000
17/05/2023,6750000,4915000,7000000,9500000,10500000
18/05/2023,6950000,4750000,7000000,9500000,10500000
19/05/2023,7200000,4740000,7000000,9500000,10300000
22/05/2023,7200000,4820000,6700000,9500000,10250000
23/05/2023,7200000,4700000,6500000,9300000,10100000
24/05/2023,7180000,4636000,6200000,9200000,10180000
29/05/2023,7650000,4870000,6000000,8500000,9900000
30/05/2023,7650000,4870000,6400000,8500000,9800000
31/05/2023,7650000,4860000,5500000,8250000,9500000
01/06/2023,7675000,4917000,5250000,8000000,9000000
02/06/2023,7670000,4950000,5170000,7500000,9000000
05/06/2023,7650000,4970000,5100000,6800000,9000000
06/06/2023,7660000,4784000,5100000,6600000,9000000
07/06/2023,7585000,4830000,5105000,6500000,9000000
08/06/2023,7570000,4915000,5125000,6500000,9000000
09/06/2023,7460000,4890000,5135000,6500000,8990000
12/06/2023,7350000,4800000,5135000,6500000,8990000
13/06/2023,7350000,4687500,5135000,6500000,9000000
14/06/2023,7325000,4705000,5200000,6500000,9000000
15/06/2023,7250000,4711000,5200000,6500000,9000000
16/06/2023,7200000,4856000,5230000,6520000,9000000
21/06/2023,7292000,5020000,5280000,6530000,9100000
22/06/2023,7300000,5070000,5300000,6530000,9050000
23/06/2023,7325500,4900000,5557000,6530000,9100000
26/06/2023,7360000,5000000,5590000,6690000,9200000
27/06/2023,7390000,4900000,5600000,6700000,9250000
29/06/2023,7170000,4770000,5800000,7100000,9250000
30/06/2023,7125000,4720000,5800000,7180000,9450000
03/07/2023,7130000,4630000,5800000,7250000,9410000
04/07/2023,7170000,4635000,5830000,7300000,9300000
05/07/2023,7300000,4665000,5850000,7400000,9300000
06/07/2023,7320000,4800000,5850000,7540000,9200000
07/07/2023,7320000,4760000,5860000,7560000,9200000
10/07/2023,7300000,4795000,5897000,7863000,9250000
11/07/2023,7300000,4825000,5965000,7884000,9300000
12/07/2023,7275000,4800000,6064000,7910000,9320000
13/07/2023,7250000,4850000,6100000,7950000,9380000
14/07/2023,7225000,4750000,6100000,7980000,9200000
17/07/2023,7270000,4750000,6190000,8030000,9300000
18/07/2023,7300000,4965000,6220000,8050000,9450000
19/07/2023,7320000,5200000,6287000,8053000,9500000
20/07/2023,7350000,5010000,6171000,8100000,9630000
21/07/2023,7370000,4880000,6074000,8100000,9900000
24/07/2023,7450000,4965000,6224000,10000000,9900000
25/07/2023,7460000,6200000,7820000,10500000,10000000
26/07/2023,7400000,6185000,7995000,11000000,10000000
27/07/2023,7310000,6275000,8000000,11450000,10000000
28/07/2023,7310000,6280000,8000000,11500000,10000000
31/07/2023,7280000,5900000,8050000,11500000,9800000
01/08/2023,7300000,6000000,8100000,11500000,10000000
02/08/2023,7200000,6080000,8130000,11500000,10000000
03/08/2023,7150000,6000000,8200000,11550000,10100000
04/08/2023,7200000,6060000,8200000,11550000,10280000
07/08/2023,7300000,5985000,8200000,11500000,10100000
08/08/2023,7320000,6000000,8200000,11500000,10050000
09/08/2023,7350000,6000000,8200000,11500000,10100000
10/08/2023,7380000,6000000,8100000,11480000,10200000
11/08/2023,7400000,6100000,8100000,11490000,10240000
15/08/2023,8400000,6000000,8250000,11500000,12200000
16/08/2023,8400000,6095000,8295000,11500000,12550000
17/08/2023,8400000,6170000,8300000,11500000,12700000
18/08/2023,8450000,6270000,8300000,11500000,12700000
22/08/2023,8450000,6185000,8300000,11500000,12600000
23/08/2023,8450000,6272000,8300000,11500000,12700000
24/08/2023,8450000,6310000,8350000,11500000,12720000
25/08/2023,8450000,6420000,8400000,11500000,13000000
31/08/2023,8600000,6600000,8580000,12000000,13800000
01/09/2023,8600000,6670000,8600000,11800000,13800000
04/09/2023,8700000,6650000,8600000,11800000,13900000
05/09/2023,8550000,6600000,8600000,11800000,14100000
06/09/2023,8500000,6750000,8650000,11800000,15100000
07/09/2023,8500000,6790000,8700000,11800000,16000000
08/09/2023,8500000,6750000,8800000,11800000,15500000
11/09/2023,8550000,6800000,8800000,11800000,15800000
12/09/2023,8550000,6800000,8800000,11800000,16000000
13/09/2023,8550000,6750000,8850000,11800000,16000000
14/09/2023,8550000,6800000,8870000,11800000,16200000
15/09/2023,8600000,7000000,8900000,11800000,16000000
18/09/2023,8650000,7000000,8900000,11800000,16000000
19/09/2023,8670000,7000000,8900000,11800000,16000000
20/09/2023,8690000,7000000,8900000,11800000,16000000
21/09/2023,8720000,7000000,8900000,11800000,16000000
22/09/2023,8750000,7050000,9000000,11800000,16000000
25/09/2023,8710000,7050000,9050000,11800000,16000000
26/09/2023,8750000,7000000,9100000,11800000,16250000
27/09/2023,8650000,7100000,9100000,11800000,16500000
28/09/2023,8650000,7100000,9100000,11800000,16500000
29/09/2023,8650000,7100000,9200000,11800000,16500000
02/10/2023,8650000,7200000,9300000,11800000,16250000
03/10/2023,8650000,7400000,9500000,11800000,16500000
04/10/2023,8700000,7800000,9500000,11800000,17030000
05/10/2023,8800000,7995000,9700000,11800000,17500000
06/10/2023,8800000,8160000,9650000,11800000,17700000
09/10/2023,8800000,8200000,9700000,11800000,17500000
10/10/2023,8800000,8280000,9900000,12500000,17550000
11/10/2023,8800000,8380000,11000000,14000000,17800000
12/10/2023,8800000,8380000,12000000,14000000,18000000
17/10/2023,8800000,8380000,13500000,14000000,18500000
18/10/2023,8800000,8300000,14000000,14000000,18500000
19/10/2023,8800000,8380000,14000000,14000000,18500000
23/10/2023,8800000,9500000,14000000,14000000,18500000
24/10/2023,11000000,9800000,14000000,14000000,18750000
25/10/2023,11000000,9900000,14100000,14000000,18750000
26/10/2023,11100000,9800000,14100000,14100000,18700000
27/10/2023,11500000,9800000,14100000,14200000,18700000
30/10/2023,11100000,9500000,14100000,14000000,18500000
31/10/2023,11000000,9200000,14100000,14000000,18450000
01/11/2023,11200000,9100000,14100000,14000000,18200000
02/11/2023,11250000,9200000,13800000,13000000,17700000
03/11/2023,11180000,9200000,13000000,13000000,17850000
06/11/2023,10700000,9020000,13000000,13000000,18000000
07/11/2023,10300000,9200000,13000000,13000000,18100000
08/11/2023,10100000,9150000,13000000,13500000,18100000
09/11/2023,10000000,9190000,13000000,13500000,17800000
10/11/2023,10100000,9200000,13000000,13500000,18000000
13/11/2023,10200000,9450000,12500000,13500000,18900000
14/11/2023,10500000,9500000,12500000,13500000,18900000
15/11/2023,10650000,9500000,12500000,13500000,19000000
16/11/2023,10600000,9500000,12000000,13000000,18980000
17/11/2023,10500000,9500000,12000000,13500000,18900000
21/11/2023,12000000,10500000,12000000,14000000,22350000
22/11/2023,13000000,11400000,12000000,15500000,23900000
23/11/2023,13500000,11980000,12000000,16000000,23800000
24/11/2023,13490000,12200000,12100000,16000000,24000000
27/11/2023,12500000,11600000,12100000,16000000,22500000
28/11/2023,12200000,11200000,12100000,16000000,22000000
