fecha,trigo,maiz,sorgo,girasol,soja
29/11/2023,12200000,11100000,12000000,16000000,21800000
30/11/2023,12200000,11100000,12000000,16000000,21000000
01/12/2023,12100000,10600000,12000000,16000000,21500000
04/12/2023,12000000,10500000,12000000,16000000,21500000
05/12/2023,13000000,11800000,12000000,16000000,21600000
06/12/2023,13000000,11800000,12000000,16000000,21600000
07/12/2023,13000000,11500000,12000000,16000000,21600000
13/12/2023,16000000,14400000,16500000,21500000,25800000
14/12/2023,17300000,14960000,16500000,21500000,26800000
15/12/2023,17500000,15000000,16000000,21700000,26500000
18/12/2023,17990000,14950000,15500000,21900000,26500000
19/12/2023,18000000,15000000,15300000,22000000,26500000
20/12/2023,17850000,15000000,15300000,22000000,26200000
21/12/2023,18130000,15000000,15300000,22000000,26100000
22/12/2023,18450000,15000000,15300000,22500000,26000000
26/12/2023,18450000,15000000,15300000,22800000,26200000
27/12/2023,18500000,15000000,15300000,23000000,26400000
29/12/2023,18450000,15100000,15300000,24500000,26500000
02/01/2024,18380000,15000000,15300000,24500000,26100000
03/01/2024,18000000,15050000,15300000,24800000,26450000
04/01/2024,17995000,15490000,15300000,25000000,26500000
05/01/2024,17990000,15600000,15300000,26700000,26650000
08/01/2024,17880000,15800000,15300000,26700000,27000000
09/01/2024,17950000,16000000,15300000,26700000,27500000
10/01/2024,17750000,16000000,15300000,26700000,27500000
11/01/2024,17990000,16000000,15300000,27600000,27550000
12/01/2024,17900000,15700000,15300000,27800000,27050000
15/01/2024,17600000,15450000,15300000,28000000,27000000
16/01/2024,17600000,15500000,15300000,28000000,27500000
17/01/2024,17980000,15500000,15300000,29000000,27500000
18/01/2024,18000000,15500000,15300000,28500000,27500000
19/01/2024,18000000,15500000,15300000,28500000,27450000
22/01/2024,18100000,15480000,15300000,28600000,27400000
23/01/2024,18190000,15500000,15500000,28600000,27500000
24/01/2024,18440000,15500000,15500000,28680000,27500000
25/01/2024,18490000,15550000,15600000,28700000,27500000
26/01/2024,18500000,15500000,15600000,28700000,26750000
29/01/2024,18000000,15400000,15600000,28750000,26500000
30/01/2024,18490000,15500000,15600000,28800000,26950000
31/01/2024,18490000,15500000,15600000,28800000,26950000
01/02/2024,18300000,15490000,17000000,28836500,26550000
02/02/2024,18880000,15200000,17000000,28850000,26550000
05/02/2024,18180000,15100000,17000000,28900000,26530000
06/02/2024,18180000,15000000,17000000,28930000,26500000
07/02/2024,18100000,15100000,17000000,28950000,26195000
08/02/2024,18300000,15000000,17000000,29000000,26100000
09/02/2024,18490000,14800000,17000000,29000000,26000000
14/02/2024,18000000,14980000,16500000,29000000,25300000
15/02/2024,18000000,14750000,16500000,29000000,25000000
16/02/2024,17550000,14440000,16500000,28900000,25000000
19/02/2024,17100000,14150000,16500000,28000000,24500000
20/02/2024,17000000,14300000,16500000,27000000,24730000
21/02/2024,17000000,14080000,16000000,27000000,24500000
22/02/2024,17000000,13950000,16000000,27250000,24000000
23/02/2024,17000000,13500000,16000000,26500000,24000000
26/02/2024,17000000,13510000,15500000,26000000,24000000
27/02/2024,17000000,13980000,15600000,25800000,24100000
28/02/2024,17000000,14050000,15600000,26000000,24250000
29/02/2024,17000000,14100000,15600000,26000000,24350000
01/03/2024,16950000,14400000,15500000,26000000,24800000
04/03/2024,17050000,14400000,15600000,25600000,24900000
05/03/2024,17050000,14400000,15500000,25600000,25000000
06/03/2024,17000000,14450000,15500000,25800000,25000000
07/03/2024,17000000,14600000,15500000,25500000,24950000
08/03/2024,16990000,14700000,15400000,25100000,25000000
11/03/2024,16990000,14700000,15000000,24600000,24800000
12/03/2024,17000000,14900000,15000000,24400000,25000000
13/03/2024,17000000,15000000,15000000,24000000,25100000
14/03/2024,16980000,15150000,15000000,24500000,25195000
15/03/2024,17000000,15000000,15000000,24000000,25100000
18/03/2024,17000000,14900000,14900000,23000000,25300000
19/03/2024,17100000,15000000,15000000,23000000,25600000
20/03/2024,17200000,15100000,15000000,23500000,26000000
21/03/2024,17200000,15100000,15000000,24000000,26400000
22/03/2024,17200000,14900000,15000000,24200000,25950000
25/03/2024,17200000,14500000,15000000,23800000,25490000
26/03/2024,17200000,14500000,14800000,23700000,25000000
27/03/2024,17200000,14100000,14500000,23500000,24500000
03/04/2024,17100000,14370000,14500000,23500000,24200000
04/04/2024,17400000,14500000,14500000,24000000,24500000
05/04/2024,17500000,14500000,14500000,24000000,25000000
08/04/2024,17500000,14700000,14300000,24100000,24750000
09/04/2024,17500000,14900000,14000000,24100000,25000000
10/04/2024,17800000,15000000,14000000,24200000,25050000
11/04/2024,18000000,15050000,14000000,24200000,25100000
12/04/2024,18500000,15250000,14000000,24300000,25250000
15/04/2024,18550000,15100000,14000000,24300000,25100000
16/04/2024,18980000,15200000,14000000,25000000,25100000
17/04/2024,19100000,15400000,14000000,25000000,25100000
18/04/2024,19150000,15400000,14000000,25500000,24980000
19/04/2024,19300000,15500000,14100000,26000000,25000000
22/04/2024,19700000,15650000,14150000,26000000,25000000
23/04/2024,19750000,15800000,14150000,26000000,25050000
24/04/2024,20000000,15850000,14150000,26000000,25050000
25/04/2024,20000000,15970000,14150000,26000000,25150000
26/04/2024,20000000,16000000,14200000,26000000,25200000
29/04/2024,20000000,15800000,14200000,26000000,25200000
30/04/2024,19750000,15550000,14200000,26000000,25000000
02/05/2024,20000000,16000000,14200000,26000000,25500000
03/05/2024,21000000,16300000,14200000,26000000,26100000
06/05/2024,21000000,16500000,14000000,26000000,26500000
07/05/2024,21000000,16700000,14400000,26000000,27150000
08/05/2024,21100000,16500000,14500000,26000000,27400000
09/05/2024,21800000,16000000,14500000,26000000,26000000
10/05/2024,22000000,16200000,14500000,26300000,26000000
13/05/2024,22050000,16470000,14200000,26000000,26180000
14/05/2024,23000000,16500000,14200000,26500000,26350000
15/05/2024,23200000,16050000,14200000,26500000,26990000
16/05/2024,23400000,15650000,14200000,26500000,27050000
17/05/2024,23800000,15400000,14200000,26500000,27200000
20/05/2024,23500000,15450000,14500000,27000000,27700000
21/05/2024,23700000,15500000,14300000,27000000,27800000
22/05/2024,24200000,15700000,14500000,27000000,28450000
23/05/2024,24700000,16200000,14900000,27000000,28900000
24/05/2024,24850000,16300000,15000000,27000000,28500000
27/05/2024,24900000,16300000,15000000,27200000,28500000
28/05/2024,24900000,16300000,15500000,27500000,28500000
30/05/2024,24800000,15900000,16000000,28000000,28950000
31/05/2024,24600000,15800000,16000000,28000000,29000000
03/06/2024,24000000,15800000,16000000,28000000,28500000
04/06/2024,24000000,16000000,16000000,28100000,28200000
05/06/2024,23800000,16150000,16000000,28000000,28200000
06/06/2024,23500000,16500000,16500000,28000000,29000000
07/06/2024,23300000,16350000,16450000,28000000,28500000
10/06/2024,22950000,16500000,16500000,29500000,29000000
11/06/2024,23000000,16500000,16500000,29500000,29100000
12/06/2024,23000000,16550000,16500000,29500000,29200000
13/06/2024,23000000,16680000,16500000,29500000,29300000
14/06/2024,22990000,16500000,16670000,29500000,29300000
18/06/2024,22490000,16400000,17000000,29500000,28500000
19/06/2024,22000000,16280000,17000000,30000000,28500000
24/06/2024,22000000,15900000,17000000,30000000,28600000
25/06/2024,21980000,15900000,17000000,30000000,28000000
26/06/2024,22000000,16200000,17000000,30000000,28100000
27/06/2024,22000000,16230000,17000000,30500000,28000000
28/06/2024,21980000,15950000,17000000,30500000,28000000
01/07/2024,21980000,15950000,17000000,30500000,28350000
02/07/2024,22600000,16050000,17000000,30500000,28650000
03/07/2024,22990000,16000000,17000000,30500000,28650000
04/07/2024,23000000,15750000,17100000,30700000,28550000
05/07/2024,23050000,15620000,17000000,31000000,29000000
08/07/2024,22800000,15000000,16800000,31000000,28100000
10/07/2024,22700000,15000000,17000000,31000000,28000000
11/07/2024,22750000,15485000,17000000,31000000,28500000
12/07/2024,22900000,15500000,17000000,31000000,28550000
15/07/2024,23000000,15050000,17000000,31000000,28050000
16/07/2024,22700000,15150000,16800000,31000000,28500000
17/07/2024,22700000,15350000,16500000,31000000,28500000
18/07/2024,22650000,15050000,16500000,31000000,28550000
19/07/2024,23000000,15100000,16500000,31000000,28550000
22/07/2024,23000000,15500000,16500000,31000000,29000000
23/07/2024,23000000,16000000,16300000,31000000,29000000
24/07/2024,23000000,16000000,16000000,31000000,29000000
25/07/2024,23000000,16000000,16000000,31000000,29350000
26/07/2024,23100000,15580000,15600000,31000000,28500000
29/07/2024,23100000,15490000,15500000,30800000,28500000
30/07/2024,23100000,15500000,15000000,30800000,28500000
31/07/2024,23100000,15200000,14800000,31000000,28200000
02/08/2024,23100000,15500000,14500000,31500000,28550000
05/08/2024,23200000,16000000,14300000,31500000,29000000
06/08/2024,23500000,16000000,14050000,31500000,29000000
07/08/2024,23900000,16000000,14000000,31500000,28700000
08/08/2024,24000000,16000000,13900000,31500000,28500000
12/08/2024,23500000,16000000,14000000,31500000,28000000
13/08/2024,23000000,16000000,14000000,31000000,28000000
14/08/2024,23000000,16000000,14000000,30500000,28000000
15/08/2024,23000000,16000000,14000000,31000000,28500000
16/08/2024,23000000,16000000,14000000,31000000,28500000
19/08/2024,23000000,16100000,14000000,31000000,28930000
20/08/2024,23000000,16180000,14000000,31000000,29100000
21/08/2024,23000000,16300000,14000000,31000000,29300000
22/08/2024,23000000,16300000,14000000,31000000,29000000
23/08/2024,22800000,16300000,14000000,31000000,29100000
26/08/2024,22500000,16300000,14000000,31000000,29350000
27/08/2024,23000000,16500000,14100000,31000000,29700000
28/08/2024,22500000,16500000,14000000,31000000,29500000
29/08/2024,22500000,16500000,14500000,31000000,30000000
30/08/2024,22300000,16500000,14500000,31000000,29700000
02/09/2024,22000000,16500000,14500000,31000000,29500000
03/09/2024,22000000,16950000,14500000,31000000,30000000
04/09/2024,22000000,17000000,14000000,31000000,30000000
05/09/2024,21700000,16990000,14000000,31000000,29500000
06/09/2024,21500000,16900000,13750000,31000000,29200000
09/09/2024,21400000,16500000,13550000,31000000,29500000
10/09/2024,21400000,16650000,13550000,31000000,29380000
11/09/2024,21100000,16700000,13550000,31000000,29500000
12/09/2024,21400000,16700000,13500000,31000000,29700000
16/09/2024,20800000,16550000,13500000,31000000,29500000
17/09/2024,20500000,16625000,13500000,31000000,29500000
18/09/2024,20500000,16750000,13500000,31000000,30000000
19/09/2024,20500000,16950000,13500000,31000000,30000000
20/09/2024,20500000,16950000,13550000,31000000,30000000
23/09/2024,20500000,17000000,13500000,31000000,30000000
24/09/2024,19500000,17000000,13500000,31000000,30000000
25/09/2024,19500000,17200000,13700000,31000000,30000000
27/09/2024,20000000,17495000,14000000,31000000,30500000
30/09/2024,19800000,17900000,14000000,31500000,31000000
01/10/2024,20500000,18000000,14500000,31600000,31500000
02/10/2024,21000000,18180000,14500000,31700000,31500000
03/10/2024,21000000,18150000,14500000,31800000,31000000
04/10/2024,21000000,18050000,14500000,32000000,31000000
07/10/2024,21000000,18000000,14500000,32000000,30500000
08/10/2024,21000000,18000000,14500000,32000000,30500000
09/10/2024,21100000,18100000,14500000,33000000,30000000
10/10/2024,21500000,18050000,14500000,34000000,30000000
14/10/2024,21900000,17700000,14500000,34000000,30000000
15/10/2024,21500000,17750000,14600000,34000000,30300000
16/10/2024,21500000,17900000,14600000,35000000,30500000
17/10/2024,21200000,18000000,14600000,35200000,30580000
18/10/2024,20750000,18000000,14600000,35500000,31000000
21/10/2024,20500000,18200000,14600000,35500000,31120000
22/10/2024,20450000,18290000,14600000,35500000,31000000
23/10/2024,20300000,18000000,14600000,35500000,31250000
24/10/2024,20000000,18000000,14600000,35500000,31490000
25/10/2024,19500000,18000000,14700000,35500000,30800000
28/10/2024,19500000,17780000,14800000,35500000,30500000
29/10/2024,19650000,17780000,15000000,35500000,30200000
30/10/2024,19500000,17800000,15500000,35500000,30500000
31/10/2024,19500000,17800000,15500000,35500000,30300000
01/11/2024,19500000,18000000,16000000,35500000,30100000
04/11/2024,19500000,18000000,16000000,35500000,30650000
05/11/2024,19500000,18000000,16000000,35500000,30630000
06/11/2024,19500000,18200000,16100000,35500000,30900000
07/11/2024,19700000,18300000,16100000,35500000,31000000
08/11/2024,19000000,18520000,16500000,35800000,30950000
12/11/2024,19000000,18500000,16500000,36000000,30500000
13/11/2024,18950000,18630000,16900000,36000000,30100000
14/11/2024,18700000,18500000,17000000,36000000,30000000
15/11/2024,18300000,18300000,17000000,36200000,30400000
19/11/2024,18900000,18500000,17000000,36200000,30000000
20/11/2024,19150000,18500000,16500000,36500000,29980000
21/11/2024,19150000,18500000,16500000,36500000,29500000
22/11/2024,19000000,18400000,16550000,36500000,29200000
25/11/2024,18900000,18250000,16700000,36500000,29500000
26/11/2024,19000000,18250000,17000000,37000000,29490000
27/11/2024,19200000,18280000,17000000,37500000,29500000
28/11/2024,19290000,18200000,17000000,38000000,29300000
29/11/2024,19100000,18200000,17000000,38000000,29300000
02/12/2024,19000000,18000000,16700000,38000000,29000000
03/12/2024,19000000,18280000,17000000,38000000,29500000
04/12/2024,19000000,18300000,17000000,38000000,29500000
05/12/2024,19000000,18300000,17000000,38000000,29500000
06/12/2024,19420000,18300000,17000000,38000000,29650000
09/12/2024,19450000,18050000,17000000,38000000,29510000
10/12/2024,19520000,18050000,17000000,38000000,29700000
11/12/2024,19500000,18050000,17000000,38000000,29550000
12/12/2024,19500000,18000000,17000000,38000000,29500000
13/12/2024,19500000,18000000,17000000,38000000,29100000
17/12/2024,19600000,18050000,17000000,38500000,28500000
18/12/2024,19950000,18480000,17000000,38500000,28000000
19/12/2024,19850000,18350000,17000000,38250000,28000000
20/12/2024,19800000,18700000,17000000,38000000,28000000
23/12/2024,19900000,18700000,17000000,38000000,28100000
26/12/2024,19900000,19000000,17000000,38000000,28650000
27/12/2024,20000000,19000000,17000000,38000000,28500000
30/12/2024,20000000,19000000,17000000,37500000,28500000
02/01/2025,19950000,19000000,17000000,37200000,29000000
03/01/2025,19500000,19000000,17000000,37200000,28500000
06/01/2025,19500000,19190000,17000000,36200000,28900000
07/01/2025,19500000,19380000,17300000,36300000,28800000
08/01/2025,19650000,19500000,17300000,36200000,28790000
09/01/2025,19650000,19800000,17500000,36200000,28800000
13/01/2025,19700000,20500000,18000000,36000000,29500000
14/01/2025,19600000,20500000,18000000,35800000,29550000
15/01/2025,9600000,20600000,18000000,35500000,29500000
16/01/2025,19900000,20500000,18000000,35300000,28500000
17/01/2025,19800000,20900000,18000000,35300000,29000000
20/01/2025,19800000,20650000,18000000,35300000,29000000
21/01/2025,19900000,20930000,18000000,35500000,29300000
22/01/2025,20000000,21150000,18000000,35500000,29500000
23/01/2025,20200000,21300000,18000000,35500000,29550000
27/01/2025,20400000,21200000,18000000,35500000,30100000
28/01/2025,20950000,21500000,18000000,35632000,31000000
29/01/2025,21300000,22150000,18000000,35649000,31500000
30/01/2025,21300000,22400000,18000000,36715000,31500000
31/01/2025,21300000,22300000,18000000,36760000,31500000
03/02/2025,21000000,22300000,18500000,36800000,31500000
04/02/2025,21000000,22500000,19000000,36800000,32000000
05/02/2025,21400000,22400000,19000000,36800000,32000000
06/02/2025,22000000,22400000,19000000,36800000,32000000
07/02/2025,22000000,22000000,19000000,36500000,32200000
10/02/2025,22000000,22000000,19000000,36550000,32200000
11/02/2025,22000000,22000000,19000000,36800000,32500000
12/02/2025,22000000,21900000,18500000,36800000,32000000
13/02/2025,21950000,21800000,18500000,36915000,32500000
14/02/2025,22000000,21700000,19000000,36930000,33000000
17/02/2025,22000000,21500000,19000000,36970000,33000000
18/02/2025,22150000,21600000,19000000,36970000,33140000
19/02/2025,22300000,21700000,19000000,37000000,33140000
20/02/2025,22300000,21800000,19500000,37300000,33200000
21/02/2025,22600000,21500000,19500000,37300000,33000000
24/02/2025,22600000,21200000,20000000,37030000,32600000
25/02/2025,22500000,21150000,20000000,35900000,33000000
26/02/2025,22450000,21450000,20000000,33000,33000000
27/02/2025,22120000,21480000,20000000,35000000,33100000
28/02/2025,21950000,21480000,20000000,35000000,32250000
05/03/2025,21300000,20850000,20000000,35020000,31850000
06/03/2025,21200000,21200000,20000000,35000000,32900000
07/03/2025,21400000,21000000,20500000,35030000,33000000
10/03/2025,21500000,20750000,20500000,35050000,32850000
11/03/2025,22250000,20800000,20500000,35050000,32900000
12/03/2025,22350000,20600000,20500000,34000000,32050000
13/03/2025,22400000,20750000,20700000,34000000,32000000
14/03/2025,23000000,20700000,21000000,34000000,32000000
17/03/2025,23000000,20650000,21000000,34000000,32100000
18/03/2025,23300000,20740000,21000000,33000000,32500000
19/03/2025,23600000,20850000,20900000,32000000,32750000
20/03/2025,23500000,21000000,21000000,32000000,32800000
21/03/2025,23550000,21000000,21000000,32000000,32750000
25/03/2025,23500000,20900000,21000000,32000000,33050000
26/03/2025,23500000,21000000,21000000,32000000,34000000
27/03/2025,23500000,20900000,21000000,32070000,34300000
28/03/2025,23500000,20800000,21000000,32100000,34300000
03/04/2025,23500000,21350000,21000000,32150000,31500000
04/04/2025,23500000,21450000,21000000,32190000,31000000
08/04/2025,23500000,21800000,21000000,32200000,32000000
09/04/2025,23990000,22200000,21000000,32500000,32400000
10/04/2025,23900000,22450000,21000000,32500000,32500000
11/04/2025,23900000,22500000,21000000,32500000,33000000
14/04/2025,24000000,23000000,21400000,35500000,33000000
16/04/2025,24800000,23200000,21400000,33780000,31700000
21/04/2025,22785000,21600000,19500000,32550000,30250000
24/04/2025,24000000,23100000,21500000,34200000,31500000
25/04/2025,24300000,23300000,21500000,34800000,31000000
28/04/2025,23500000,23100000,21500000,35000000,31000000
29/04/2025,23300000,22800000,21300000,34680000,30200000
30/04/2025,23300000,22800000,21000000,34830000,29000000
05/05/2025,23100000,22100000,21450000,36300000,30800000
06/05/2025,23400000,22350000,21300000,36200000,31650000
07/05/2025,22080000,21000000,20100000,34000000,30300000
08/05/2025,22100000,20400000,19900000,33700000,30000000
09/05/2025,22540000,20700000,20300000,34380000,31000000
12/05/2025,22240000,20700000,20100000,34300000,31000000
14/05/2025,22400000,20800000,19750000,34813000,30500000
15/05/2025,22450000,21100000,20322000,38386000,30800000
19/05/2025,22500000,21000000,20370000,39000000,31250000
20/05/2025,22670000,21200000,20400000,39300000,31500000
21/05/2025,22850000,21300000,20466000,39450000,31500000
23/05/2025,22500000,20600000,20010000,39350000,30750000
26/05/2025,22680000,20700000,20200000,39690000,31100000
27/05/2025,22850000,21080000,20450000,40140000,31400000
28/05/2025,23000000,21000000,20500000,40280000,31000000
29/05/2025,23480000,20970000,21100000,41090000,31700000
30/05/2025,23580000,20900000,21220000,41260000,32000000
02/06/2025,23430000,20500000,21050000,41000000,32000000
03/06/2025,23490000,20520000,21100000,41125000,32250000
04/06/2025,23530000,20500000,21100000,41177500,32300000
05/06/2025,23640000,20650000,20900000,41500000,32350000
06/06/2025,23530000,20370000,20500000,41177500,32130000
09/06/2025,23400000,20290000,20250000,40572000,32000000
10/06/2025,23550000,20280000,20050000,40100000,32080000
11/06/2025,23225000,20500000,19750000,39900000,32600000
12/06/2025,23285000,20500000,19160000,39500000,32380000
13/06/2025,23250000,20550000,19120000,39300000,32700000
17/06/2025,23020000,20100000,18990000,38000000,32690000
18/06/2025,22670000,19800000,18700000,37900000,31820000
19/06/2025,23060000,20000000,19024500,38100000,31940000
23/06/2025,23240000,20200000,19400000,38350000,31950000
24/06/2025,23310000,20000000,19600000,38460000,32300000
25/06/2025,23650000,20100000,19747000,39020000,32100000
26/06/2025,23610000,20180000,19830000,38950000,32100000
27/06/2025,23600000,20150000,19830000,38940000,32100000
30/06/2025,23860000,20210000,19980000,39470000,32100000
01/07/2025,24000000,20300000,20000000,40000000,32000000
02/07/2025,24150000,20400000,20050000,40260000,31500000
03/07/2025,24195000,20870000,20163000,40326000,31500000
04/07/2025,24370000,20600000,20310000,40620000,31500000
07/07/2025,24470000,21000000,20700000,41415000,31500000
08/07/2025,24300000,20850000,20560000,41118000,31500000
10/07/2025,24300000,21182000,20560000,41118000,32000000
11/07/2025,24500000,21300000,20800000,41332500,32300000
14/07/2025,25000000,21590000,21480000,41943000,33000000
15/07/2025,24640000,21800000,21500000,41283000,33000000
16/07/2025,24970000,21990000,21440000,41316000,33000000
17/07/2025,25150000,22100000,22137500,41745000,33500000
18/07/2025,25520000,22200000,22310000,42500000,34000000
21/07/2025,25320000,21800000,22155000,42500000,33850000
22/07/2025,25350000,21600000,22140000,42040000,33600000
23/07/2025,25250000,22200000,21900000,42450000,34000000
24/07/2025,25600000,22610000,22350000,42950000,34150000
25/07/2025,25600000,22750000,22250000,43210000,34500000
28/07/2025,26000000,22760000,22760000,44000000,36000000
29/07/2025,25900000,22819600,22819600,44500000,36500000
30/07/2025,26380000,23380000,23250000,45700000,37000000
31/07/2025,27550000,24435000,24200000,47775000,38500000
01/08/2025,27380000,24120000,24000000,47425000,38900000
04/08/2025,27300000,24110000,23750000,47280000,39500000
05/08/2025,26800000,23750000,23270000,47100000,39200000
06/08/2025,26800000,23280000,23150000,46970000,39000000
07/08/2025,26680000,23180000,23050000,46770000,39030000
08/08/2025,26998500,23310000,23040000,46750000,39000000
11/08/2025,26654000,22977000,22977000,46610000,38500000
12/08/2025,26500000,22700000,22600000,46450000,39000000
13/08/2025,26470000,22690000,22560000,46300000,39000000
14/08/2025,26200000,22460000,22334300,45830500,38400000
18/08/2025,26065000,22700000,22150000,45500000,38000000
19/08/2025,26055000,22530000,21950000,45570000,38050000
20/08/2025,26227000,22650000,22350000,45866000,38500000
21/08/2025,26512000,22920000,22800000,47000000,39000000
22/08/2025,26620000,23050000,22900000,47232000,39200000
25/08/2025,27400000,23745000,23677500,48708000,40000000
26/08/2025,27220000,23580000,23580000,48510000,40000000
27/08/2025,27000000,23050000,23050000,48258000,39400000
28/08/2025,26550000,22770000,22770000,47664000,38700000
29/08/2025,6660000,23327500,22660000,47988000,38900000
01/09/2025,27300000,24000000,23000000,49068000,39500000
02/09/2025,27100000,23700000,22308000,48672000,40000000
03/09/2025,27050000,23700000,22310000,48690000,39500000
04/09/2025,27100000,23800000,22330000,48726000,40000000
05/09/2025,27000000,24230000,22200000,48456000,40000000
08/09/2025,28100000,24900000,23100000,50000000,41000000
09/09/2025,28250000,24800000,23220000,50200000,41500000
10/09/2025,28290000,24900000,23330000,50450000,42000000
11/09/2025,28460000,25050000,23480000,51000000,42500000
12/09/2025,28160000,25490000,23820000,51200000,43500000
15/09/2025,28400000,25750000,24057000,51000000,44000000
16/09/2025,28180000,26300000,24090000,50800000,44000000
17/09/2025,28130000,26380000,24180000,50000000,44000000
18/09/2025,28130000,26400000,24180000,49000000,44000000
19/09/2025,27854000,26390000,24350000,49000000,43980000
22/09/2025,27900000,25880000,23780000,46860000,50500000
23/09/2025,27200000,25840000,23120000,46240000,49300000
24/09/2025,26570000,25000000,22584500,44500000,46100000
25/09/2025,26400000,23800000,22500000,43824000,44950000
26/09/2025,26300000,23900000,22389000,44100000,45300000
29/09/2025,26200000,24200000,23000000,44583000,47500000
30/09/2025,26600000,24678000,23307000,45243000,48000000
01/10/2025,27573000,24880000,24038000,46662000,49500000
